Country,AR,Cumulated WG,Total Country Authors,% Country Authors,Total Authors
United Kingdom,3,WG2,20,5.5402,361
United Kingdom,3,WG2+3,1,9.0909,11
United Kingdom,3,WG3,15,7.4627,201
United Kingdom,4,WG1,74,12.6930,583
United Kingdom,4,WG1+2,6,19.3548,31
United Kingdom,4,WG1+3,0,0.0000,1
United Kingdom,4,WG2,44,11.7333,375
United Kingdom,4,WG2+3,2,11.7647,17
United Kingdom,4,WG3,11,4.3137,255
Uruguay,1,WG1,0,0.0000,233
Uruguay,1,WG1+2,0,0.0000,11
Uruguay,1,WG1+3,0,0.0000,4
Uruguay,1,WG2,0,0.0000,153
Uruguay,1,WG2+3,0,0.0000,5
Uruguay,1,WG3,0,0.0000,60
Uruguay,2,WG1,0,0.0000,384
Uruguay,2,WG1+2,0,0.0000,25
Uruguay,2,WG1+3,0,0.0000,2
Uruguay,2,WG2,1,0.1949,513
Uruguay,2,WG2+3,0,0.0000,10
Uruguay,2,WG3,0,0.0000,81
Uruguay,3,WG1,0,0.0000,569
Uruguay,3,WG1+2,0,0.0000,29
Uruguay,3,WG1+3,0,0.0000,7
Uruguay,3,WG2,0,0.0000,361
Uruguay,3,WG2+3,0,0.0000,11
Uruguay,3,WG3,0,0.0000,201
Uruguay,4,WG1,0,0.0000,583
Uruguay,4,WG1+2,0,0.0000,31
Uruguay,4,WG1+3,0,0.0000,1
Uruguay,4,WG2,1,0.2667,375
Uruguay,4,WG2+3,0,0.0000,17
Uruguay,4,WG3,2,0.7843,255
USA,1,WG1,88,37.7682,233
USA,1,WG1+2,1,9.0909,11
USA,1,WG1+3,3,75.0000,4
USA,1,WG2,21,13.7255,153
USA,1,WG2+3,1,20.0000,5
USA,1,WG3,15,25.0000,60
USA,2,WG1,163,42.4479,384
USA,2,WG1+2,13,52.0000,25
USA,2,WG1+3,1,50.0000,2
USA,2,WG2,150,29.2398,513
USA,2,WG2+3,5,50.0000,10
USA,2,WG3,24,29.6296,81
USA,3,WG1,228,40.0703,569
USA,3,WG1+2,6,20.6897,29
USA,3,WG1+3,4,57.1429,7
USA,3,WG2,40,11.0803,361
USA,3,WG2+3,4,36.3636,11
USA,3,WG3,45,22.3881,201
USA,4,WG1,215,36.8782,583
USA,4,WG1+2,12,38.7097,31
USA,4,WG1+3,0,0.0000,1
USA,4,WG2,62,16.5333,375
USA,4,WG2+3,3,17.6471,17
USA,4,WG3,52,20.3922,255
USSR,1,WG1,8,3.4335,233
USSR,1,WG1+2,0,0.0000,11
USSR,1,WG1+3,0,0.0000,4
USSR,1,WG2,9,5.8824,153
USSR,1,WG2+3,0,0.0000,5
USSR,1,WG3,1,1.6667,60
USSR,2,WG1,0,0.0000,384
USSR,2,WG1+2,0,0.0000,25
USSR,2,WG1+3,0,0.0000,2
USSR,2,WG2,0,0.0000,513
USSR,2,WG2+3,0,0.0000,10
USSR,2,WG3,0,0.0000,81
USSR,3,WG1,0,0.0000,569
USSR,3,WG1+2,0,0.0000,29
USSR,3,WG1+3,0,0.0000,7
USSR,3,WG2,0,0.0000,361
USSR,3,WG2+3,0,0.0000,11
USSR,3,WG3,0,0.0000,201
USSR,4,WG1,0,0.0000,583
USSR,4,WG1+2,0,0.0000,31
USSR,4,WG1+3,0,0.0000,1
USSR,4,WG2,0,0.0000,375
USSR,4,WG2+3,0,0.0000,17
USSR,4,WG3,0,0.0000,255
Uzbekistan,1,WG1,0,0.0000,233
Uzbekistan,1,WG1+2,0,0.0000,11
Uzbekistan,1,WG1+3,0,0.0000,4
Uzbekistan,1,WG2,0,0.0000,153
Uzbekistan,1,WG2+3,0,0.0000,5
Uzbekistan,1,WG3,0,0.0000,60
Uzbekistan,2,WG1,0,0.0000,384
Uzbekistan,2,WG1+2,0,0.0000,25
Uzbekistan,2,WG1+3,0,0.0000,2
Uzbekistan,2,WG2,0,0.0000,513
Uzbekistan,2,WG2+3,0,0.0000,10
Uzbekistan,2,WG3,0,0.0000,81
Uzbekistan,3,WG1,0,0.0000,569
Uzbekistan,3,WG1+2,0,0.0000,29
Uzbekistan,3,WG1+3,0,0.0000,7
Uzbekistan,3,WG2,1,0.2770,361
Uzbekistan,3,WG2+3,0,0.0000,11
Uzbekistan,3,WG3,0,0.0000,201
Uzbekistan,4,WG1,0,0.0000,583
Uzbekistan,4,WG1+2,0,0.0000,31
Uzbekistan,4,WG1+3,0,0.0000,1
Uzbekistan,4,WG2,0,0.0000,375
Uzbekistan,4,WG2+3,0,0.0000,17
Uzbekistan,4,WG3,0,0.0000,255
Venezuela,1,WG1,0,0.0000,233
Venezuela,1,WG1+2,0,0.0000,11
Venezuela,1,WG1+3,0,0.0000,4
Venezuela,1,WG2,0,0.0000,153
Venezuela,1,WG2+3,0,0.0000,5
Venezuela,1,WG3,0,0.0000,60
Venezuela,2,WG1,1,0.2604,384
Venezuela,2,WG1+2,0,0.0000,25
Venezuela,2,WG1+3,0,0.0000,2
Venezuela,2,WG2,5,0.9747,513
Venezuela,2,WG2+3,0,0.0000,10
Venezuela,2,WG3,0,0.0000,81
Venezuela,3,WG1,1,0.1757,569
Venezuela,3,WG1+2,1,3.4483,29
Venezuela,3,WG1+3,0,0.0000,7
Venezuela,3,WG2,1,0.2770,361
Venezuela,3,WG2+3,0,0.0000,11
Venezuela,3,WG3,0,0.0000,201
Venezuela,4,WG1,0,0.0000,583
Venezuela,4,WG1+2,0,0.0000,31
Venezuela,4,WG1+3,0,0.0000,1
Venezuela,4,WG2,2,0.5333,375
Venezuela,4,WG2+3,0,0.0000,17
Venezuela,4,WG3,0,0.0000,255
Vietnam,1,WG1,0,0.0000,233
Vietnam,1,WG1+2,0,0.0000,11
Vietnam,1,WG1+3,0,0.0000,4
Vietnam,1,WG2,1,0.6536,153
Vietnam,1,WG2+3,0,0.0000,5
Vietnam,1,WG3,0,0.0000,60
Vietnam,2,WG1,0,0.0000,384
Vietnam,2,WG1+2,0,0.0000,25
Vietnam,2,WG1+3,0,0.0000,2
Vietnam,2,WG2,1,0.1949,513
Vietnam,2,WG2+3,0,0.0000,10
Vietnam,2,WG3,0,0.0000,81
Vietnam,3,WG1,1,0.1757,569
Vietnam,3,WG1+2,0,0.0000,29
Vietnam,3,WG1+3,0,0.0000,7
Vietnam,3,WG2,0,0.0000,361
Vietnam,3,WG2+3,0,0.0000,11
Vietnam,3,WG3,0,0.0000,201
Vietnam,4,WG1,0,0.0000,583
Vietnam,4,WG1+2,0,0.0000,31
Vietnam,4,WG1+3,0,0.0000,1
Vietnam,4,WG2,2,0.5333,375
Vietnam,4,WG2+3,0,0.0000,17
Vietnam,4,WG3,0,0.0000,255
Zambia,1,WG1,0,0.0000,233
Zambia,1,WG1+2,0,0.0000,11
Zambia,1,WG1+3,0,0.0000,4
Zambia,1,WG2,0,0.0000,153
Zambia,1,WG2+3,0,0.0000,5
Zambia,1,WG3,0,0.0000,60
Zambia,2,WG1,0,0.0000,384
Zambia,2,WG1+2,0,0.0000,25
Zambia,2,WG1+3,0,0.0000,2
Zambia,2,WG2,0,0.0000,513
Zambia,2,WG2+3,0,0.0000,10
Zambia,2,WG3,0,0.0000,81
Zambia,3,WG1,1,0.1757,569
Zambia,3,WG1+2,0,0.0000,29
Zambia,3,WG1+3,0,0.0000,7
Zambia,3,WG2,0,0.0000,361
Zambia,3,WG2+3,0,0.0000,11
Zambia,3,WG3,1,0.4975,201
Zambia,4,WG1,0,0.0000,583
Zambia,4,WG1+2,0,0.0000,31
Zambia,4,WG1+3,0,0.0000,1
Zambia,4,WG2,0,0.0000,375
Zambia,4,WG2+3,0,0.0000,17
Zambia,4,WG3,1,0.3922,255
Zimbabwe,1,WG1,0,0.0000,233
Zimbabwe,1,WG1+2,0,0.0000,11
Zimbabwe,1,WG1+3,0,0.0000,4
Zimbabwe,1,WG2,0,0.0000,153
Zimbabwe,1,WG2+3,0,0.0000,5
Zimbabwe,1,WG3,1,1.6667,60
Zimbabwe,2,WG1,0,0.0000,384
Zimbabwe,2,WG1+2,0,0.0000,25
Zimbabwe,2,WG1+3,0,0.0000,2
Zimbabwe,2,WG2,3,0.5848,513
Zimbabwe,2,WG2+3,0,0.0000,10
Zimbabwe,2,WG3,1,1.2346,81
Zimbabwe,3,WG1,1,0.1757,569
Zimbabwe,3,WG1+2,0,0.0000,29
Zimbabwe,3,WG1+3,0,0.0000,7
Zimbabwe,3,WG2,1,0.2770,361
Zimbabwe,3,WG2+3,0,0.0000,11
Zimbabwe,3,WG3,0,0.0000,201
Zimbabwe,4,WG1,0,0.0000,583
Zimbabwe,4,WG1+2,0,0.0000,31
Zimbabwe,4,WG1+3,0,0.0000,1
Zimbabwe,4,WG2,1,0.2667,375
Zimbabwe,4,WG2+3,0,0.0000,17
Zimbabwe,4,WG3,0,0.0000,255
